10469,"For apps that synchronize or connect to networks sporadically it would be handy to have an easy way to detect if you are on a cheap connection so if WiFi is connected or the device is connected to the web via USB.",X
10474,"So suggestion is to add properties like “IsWiFiConnected” and “IsCableConnected” to DeviceNetworkInformation that execute fast.",X
10492,"Give developers good explanation what they do wrong and enforce good design.",X
10494,"Apps should take no longer than 2-3 seconds to start and need to explain why they would take longer.",X
10540,"Please provide APIs for call forwarding and other call management functions(hold/unholdswapconferenceetc)",X
10541,"As a user I would like to be able to select songs that I have put on the device (from my library) to wake up to.",X
10573,"Thus this idea is actually for the developers to make scrolling faster after each subsequent scroll like every 5 scrolls the scrolling speed will increase..",X
10583,"in addition the user should be able to take a scree shot within the multitasking area by using a finger gesture to drag the app towarda the bottom of the screen a screen capture icon should appear and the outer edges of the icon should fill with green and onve the edges are completly green a photograph noise will occur allow with a sudden screen flare to tell the user the screen shot has been taken and saved in the saved images folder",X
10600,"We need the ability for developers to add relevant tags to their app descriptions we then need the ability to search for apps with those tags tags should also be verified during app submission to ensure theyre relevant",X
10633,"It will be pleasant to go the main page of the app in the marketplace to see the general présentation screenshots & the other users reviews",X
10636,"Allow user to send Video Audio and more pictures in an MMS now only one pic is supported",X
10649,"Allow access to raw data such as signal strength imformation to allow creation of indoor location positioning using available wifi bluetooth or cellular networks when no gps data is available.",X
10655,"Since windows phones are selling hot in countries like India browser should start displaying Indian language characters.",X
10677,"And a smart dialer can then be a full alternative to the built-in phone app since the app also can have a quick-button for goto the regular phone app whenever the user wants to do that.",X
10678,"As an alternative to giving write-access to calendar (which can be hard to get a go on for security reasons) let us at least open an appointment directly in the calendar app.",X
2861,"Signal strength directly impacts video playback experience.",X
2864,"But reusing the operating system component saves us development effort and ensures it looks as expected as the operating system evolves.",X
2874,"You can ask for a request but it's not clear what and when something will happen.",X
2894,"With windows u have the UI app and the service app hosted locally  may be the IIS express used during local debug can be used.",X
2897,"This new approach of developing applicaitons simlifies the UI development  where developer get rid of learning other technologies like java scriptangularjquerystyle sheets and all those n number of scripts.",X
2903,"Typical problem here would be deployment(Installationupdate) of the UI application to client machine But if we simplify this process of deployment like having the rules that the UI app should be only one obfuscated executable file It should not depend on reference… more",X
2909,"Bonus points for it to be xaml standard compliant",X
2913,"In addition this will allow a greater prominence of XAML Standard and greater acceptance in the market and in the media.",X
2927,"Don't require developers to use the background task builder and background triggers just to activate an app in the background.",X
2930,"A control that offers hour minute & second selection would be helpful.",X
2931,"Add to CollectionViewSource function pointer to get the group objects not just PropertyPath",X
2935,"A DatePickerFlyout whose Date is two-way bound will update target-to-source but not source-to-target.",X
2940,"When functions and FallbackValue is used in an x:bind at same time the parameter must match exactly.",X
2955,"Playback seamlessly between one media and another",X
2977,"A control for visualizing and editing networks graphs and flow-charts",X
2996,"Leave them alone!)",X
3000,"Does not make sense that an Idle task would be suspended for not being busy enough.",X
3001,"Making the task more busy (to work around idle tasks being suspended) would mean more battery usage kind of the opposite of what you want.",X
3011,"Microsoft wants us to build more connected app with Project Rome API.",X
3019,"In 15063 we can extend brush (by XamlCompositionBrushBase).",X
3029,"It also annoys during development because now my solution has to have 4 target platforms while it could just have one.",X
3034,"What I want is to drag and drop a file then be able to get its full path and file name as stored on the disk and access it using standard C++ IO file access functions such as fopen fread etc.",X
3035,"I don't want to use XAML because: it looks complicated it looks like it can reduce performance I'm making 3D heavy DirectX based applications that need full performance.",X
3045,"For example I drag and drop a BMP image my app compresses it and saves as PNG image automatically in the same folder with the same name.",X
3057,"Dual screen + Google Card Glass fulfill the function and make the application very attractive.",X
3064,"We wanna to commuicate other App in Desktop.",X
3065,"not only other UWP but WPF application.",X
3073,"I've done the same tests in UWP mode using DXGI_SWAP_EFFECT_FLIP_DISCARD and results were the same slow as in Win32/WinAPI.",X
3082,"From what I see ASTC would be great for that have good quality but also small size looks like it has lot of format options so I could choose what I want.",X
3102,"I'm pretty sure the new TreeView is not Fall Creators Update dependent.",X
3115,"Map became unusable after phone 10.0.15063 update.",X
3118,"ResolveCompleted event comes after ten seconds.",X
3123,"d) Lines on traffic layer are blurred jagged and looking bad.",X
3127,"While nice looking UWP UI is not well suited for creating UI-heavy classic applications (think VisualStudio/AutoCAD/Blender/LOBs with a lot of data) that you would never want to use on tablet/phone.",X
3135,"If our - ISV - UWP App also have this feature we can spent more time to trying the new feature and Insider customer and testers can use it and we could got feedbacks.",X
3153,"Because if you currently assign a Binding a VisualState setter as below it will resolve the value of the binding and assign that to the target while you would like to assign the binding itself.",X
3154,"This will allow designs and implementations to change bindings depending on states and even help some states where some bindings are not required to be temporarily set to x:Null for performance (handy in complex screens).",X
3167,"We can see the entries added in the registry but client cannot access the interfaces.",X
3176,"For example lets say I want to create shorthand for aligning a control inside RelativePanel fully horizontal like AlignHorizontalWithPanel.",X
3183,"Allows desktop apps to incrementally adopt UI innovations and creates a bridge to UWP for app UI.",X
3184,"I tried the converted app using IME.",X
3188,"We want to improve support Google IME.",X
3194,"I thinks it's not difficult to do since Cortana for PC supports up to 13 languages as listed on https://support.microsoft.com/en-us/instantanswers/557b5e0e-0eb0-44db-87d6-5e5db6f9c5b0/cortana-s-regions-and-languages",X
3240,"You can verify this with the CameraStreamCorrelation sample.",X
3243,"The following streams are available on the PC:",X
3248,"The following streams are available on the XBOX:",X
3253,"Are there any plans to support skeleton tracking on the XBOX?",X
3256,"It seems such a shame that the new Kinect drivers expose the Kinect via this API and yet the ExposureControl is marked as being not supported for the Kinect.",X
3257,"From the libfreenect2 library it seems entirely possible to tell the Kinect not to do auto-exposure.",X
3261,"I expect that the content set directly (the text) to persist after closing the application.",X
3264,"To me something that may cause a runtime crash (and that the compiler clearly knows to flag) should not a warning but an error.",X
3270,"xbox dev mode companion work ipv6 please...",X
3271,"Make it really smooth to update code of a UWP app,  like you are already doing with the XAML part the app is automatically reloaded without being shut down and relaunched.",X
3284,"A XAML designer for Visual Studio in Windows 7.",X
3304,"The control would allow for the use of the contact picker but allows for manual entry and deletion of contacts.",X
3309,"To give the user a sense of consistency the file picker remembers the last location that the user navigated to and will generally start at that location.",X
3311,"This is not always the best solution for example pretend you had a UWP app that asked the user to select a picture and a music file.",X
3336,"I am migrating my app from Windows Desktop using Core Audio API to UWP using hopefully AudioGraph.",X
3348,"We are exploring moving forward with UWP but currently there is no way to access the pipeline to add custom shaders and models like we do now in Virtual Earth with Microsoft.MapPoint.Graphics3D.GraphicsEngine3D and Microsoft.MapPoint.Rendering3D.Scene.Step.",X
3357,"I'm developing a Java application so interop with C# is kinda tricky while interop Shell32 API or C libraries is pretty easy and straightforward with JNA.",X
3386,"It is very difficult to Create a Custom RichEditBox with all the basic features Like Text Formatting Bullets and numbering Support for Inking Like OneNote and also to support adaptive layout that's too much work for basic Text editing.",X
3390,"I'm creating app using face detection.",X
3394,"If we put the MKV in another service or server the video is reproduced but the connection with OneDrive has been lost.",X
3417,"It stops on the way.",X
3430,"Chinese and Italian support have already been asked for.",X
3434,"In some cases an access error may occur at the time of opening a file or it may be opened correctly.",X
3435,"We want a solution.",X
3527,"Something seems to have changed with loggingchannel possibly default manifest code that handles the string message has changed around 15043?",X
3528,"FWIW preview versions of windows post anniversary update were showing the message correctly.",X
3530,"I'd like to have implicit DataTemplates in UWP.",X
3535,"Currently i can only input plain text in toast notification <input> since the type does not support password.",X
3574,"Developers need to have good and deep understanding of how UI virtualization works on UWP app",X
3600,"Currently you can use the Pivot or there are 3rd-party vendors providing a TabControl.",X
3686,"I'm converting some wpf apps to uwp and I'm missing a report control.",X
3697,"Please open up the base classes for inheritance and provide a sample how to create a custom virtualizing panel.",X
3706,"Without this UWP is more or less a toy because any customization requires that the app be deployed completely separately.",X
3718,"This is only relevant for desktop UWP apps.",X
3722,"You can at least provide any of these solutions.",X
3748,"I'd use this for my media phone playing Groove 24/7.",X
3766,"The panorama control is still the best control for my app and my users love it.",X
3767,"Updating the app to UWP is not possible without this control.",X
3785,"Currently there is no way to prevent MenuFlyout from closing when user click any of its items.",X
3786,"I'm not even sure if it is not a bug because setting args.Cancel in Closing event is not working.",X
3791,"Support I/O transactions on UWP platform as part of Windows Runtime API for file I/O",X
3796,"For example three quick touch strokes to scroll immediately to the top or bottom.",X
3797,"Really long lists and views are boring to scroll even at maximum scroll speed.",X
3798,"Keyboard have Home/End keys to scroll to top/bottom but touch screen doesn't have same capability.",X
3816,"But this library is fairly low-level.",X
3841,"That concept is painfully evident when using Microsoft's Edge browser and you want to browse various Favorites menus.",X
3844,"Specifically excellent mouse support means that menus will support all the hover actions that menus currently enjoy in win32 applications.",X
3846,"The current situation requires two mouse clicks to accomplish the same thing as a simple hover should.",X
3857,"I don’t know what the component should look like.",X
3861,"It can happen that sometimes we do need a control to store a list of pages/elements that looks like a Pivot control but with a infinite list of pages/elements.",X
3873,"So I tried to find other ways such as Excel Access or SQL Server Compact Edition.",X
3891,"So application would request secret API keys as needed from system-provided secure storage.",X
3893,"Release appx shouldn't have secret keys inside and keys should be on Windows Store server and those keys would be requested from server on application install.",X
3918,"Another advantage is the developer already have a preview in design mode",X
3929,"The idea would be to have a Try button on every sample.",X
3930,"This button will generate a ready to use Visual Studio project with the current sample.",X
3931,"It seems that animated GIFs disappear when application minimizes / restores.",X
3956,"* Allow the user to select items drag them around and resize them.",X
3964,"We currently have a store app that works with our desktop app and it causes a great deal of confusion.",X
3971,"if you need anything from me for any reason I will do what ever I need to do to improve our software for our users.",X
3979,"As developer I want to create custom picker like Date or Time pickers",X
3991,"you can't scroll at that point.",X
4014," In an XAML page there are some buttons and command bar buttons both of which have access keys set.",X
4046,"I am working on porting an app that could calculate MD5 checksums on a file.",X
4081,"Being an enterprise developer the advent of Big Data I believe the SeaDragon PivotViewer lastest binaries should be ported over to WPF/UWP apps as it is a well needed tool.",X
4085,"Since we are preparing a custom control with the ScrollViewer the look and feel is not nice.",X
4089,"Microsoft is loosing a huge market by not supporting a full net standard.",X
4097,"Evidently the MediaComposition.SaveAsync() API internally uses the StorageApplicationPermissions.FutureAccessLists API which has a limitation of 1000 items.",X
4098,"If you add more than 1000 clips created via MediaClip.CreateFromImageFileAsync() the API will fail with this exception:",X
4100,"An item must be removed before another item is added.",X
4101,"Additional information: The maximum number of items for the access list has been reached.",X
4110,"In case app is installed in SD card and notification uses custom audio file default notification sound is played instead of custom audio file.",X
4117,"In the end developers have to use some workarounds to simulate old behavior.",X
4118,"You can see that even Apps list in W10M simulates old behavior instead of default one.",X
4133,"When using FM radio i have my headphones plugged in.",X
4140,"This would make replying to messages etc.",X
4169,"I know it's not possible at the moment specially with all the hardware limitations but if you guys really are working on a surface phone bringing visual studio to it will be so huge.",X
4177,"The problem is the output port names are enumerated by the UWP API as just MIDI and not the name of the port as defined when they were setup.",X
4178,"Reaper and other desktop programs are displaying the proper name.",X
4192,"Including <windows.h> shouldn't generate compile warnings even the extra ones.",X
4222,"That would make all the users happy :)",X
4224,"Hololens let's you render on 2 backbuffers(stereoscopic) but it's hard to know if the output is correct because the emulator shows just one frame.",X
4228,"there is a bug in UWP where special characters are interpreted as letters when using multi layered keyboard layout like the german Neo2 layout.",X
4232,"It's also a total annoyance when working with data that require handling of lots of special charecters like JSON and XML data.",X
4249,"Looking forward to the progress you're doing :D",X
4250,"With Project Rome I can discover devices of others connect with them and launch apps or leverage app services once consent has been established.",X
4256,"This feature is implemented in the accessory API which is restricted to only smart watch makers.",X
4261,"This would allow them to know that additional awesome features are there.",X
4265,"The Windows display language of my computer is set to en-US because I am an app developer and most app problems and solutions are written in English.",X
4271,"Such functionality is common to music apps in Google Play Store Apple Store BlackBerry World.",X
4272,"In most cases such apps can be ported to UWP platform and because they are coming from a POSIX/Linux the network API is 'BSD sockets' as well as some complex network communication libraries can be used to support this or that network-oriented functionality.",X
4273,"Currently the network data flow is boroken once app goes into background or screen is switched off.",X
4287,"Can in-app purchases made available to Windows Store for Business?",X
4293,"These channels are not accessible with the current AudioGraph API's.",X
4317,"It has support for Linux and I think Windows should gain support too.",X
4329,"And the dac folder is empty.",X
4353,"Hello Dev Team!",X
4366,"In the app Settings you can disabled the swipe-open or make the swipe-in detection area wider if the user's phone makes getting close to the screen edge difficult.",X
4382,"So there should be a way to either swap out style XAML RsourceDictionary files and/or pieces of… more",X
4388,"Any feedback is appreciated Thanks John.",X
4402,"XAML apps can detect it but there is no equivalent WinRT API for JS apps.",X
4404,"My HTML perfectly fine in Windows 10 but not in Windows 10 Mobile.",X
4428,"As an information this is the xaml control that contain the complex attribute/property :",X
4442,"In my opinion this feature is really fundamental much more important to me than many new features that appears regularly.",X
4456,"According to the documentation the proper way to handle input in a store app is to create a CoreIndependentInputSource from another thread by calling swapChainPanel.CreateCoreIndependentInputSource().",X
4464,"Devices with touch input are the ones that suffer the most from this bug since they come with weak GPUs.",X
4465,"Devs have to chose either low responsiveness or low performance.",X
4484,"The application will exit..",X
4501,"Having an API allowing getting the color of the pixels under a pointer (eventually throttled/async and only when having pointer capture on) would increase the expressiveness of the creation tools in UWP applications.",X
4522,"I am manually having to keep a list of these when it would be easily managed in the Dashboard if the status properly reflected this.",X
4526,"The current status only seems to show ‘In Progress’ if the app has never been put in the store before.",X
4537,"Meanwhile the perf counters are difficult to associate with a specific application requiring the request queue be named (which HttpListener does not do) and netsh called to find URL group IDs to use for correlation.",X
4545,"I did a research on AudioFrameOutputNode It is strange that it often generate AudioFrame without any audio data the AudioFrame's Duration property is 0 miliseconds but the RelativeTime property is not.",X
4553,"For example a user send us a feedback to ask a Windows 8.1 RT version of our app but now we are focused on Windows 10 so we need to be clear that we read his feedback but it's not on our roadmap.",X
4555,"After that the Age Rating questionnaires stop submitting when you press submit.",X
4572,"An example of this An application as a node in an internal media network would be something along the lines of AudioBus for iOS.",X
4575,"Extrapolate the above capabilities to Audio allowing on-the-fly add/remove interconnectable/reroutable audio nodes (virtual interface devices) to which Apps/Devices would attach to instead of attaching only to hardware interfaces.",X
4578,"Same for video not only making (desktop/window) screen capture a breeze and naturally handle by the OS it would also allow the creation of virtual screens (resource permitting of course for desktop expansion/mirroring) outputting them to a video input/recording apps USB3 or even to a DLNA receiver screens.",X
4582,"This would allow the user through the OS to detach an App media output from its default interface (audio/midi card screen/window) and re-attach it to another App (or device) input.",X
4587,"What if we will exchange apps reviews?",X
4590,"I like the ease of the app and recommend this app to all.",X
4593,"I have largely ignored this is the past because it was minimal but someone is finding good success with it so they're hammering everyone.",X
4594,"Personally I'm getting 2-3 a day from different source email addresses.",X
4595,"Removing the support email from the webpage would not hinder the user as they can see it via the Windows Store app.",X
4605,"1) A user is at lunch viewing their sensitive documents.",X
4606,"They switch to their Email app - our application detects active state change and auto logs out.",X
4607,"They finish their food and leave but forget their phone on the table.",X
4608,"*At this point a perpetrator is able to take the phone open the recent apps section and now can see whatever our client was looking at.",X
4609,"2) User is at their desktop observing files gets up and makes the app inactive (minimizes or moves to back).",X
4610,"We begin a timer to auto log out.",X
4611,"* A perpetrator is able to hover over the taskbar item and see the last screen drawn whether or not the user logged out.",X
4620,"Sorry if I sound bitter but I must say it's very frustrating developing for w10 mobile at the moment even if the you get good reviews the chance of them being displayed in the store is very slim due to the version fragmentation.",X
4621,"As I understand it insider reviews that aren't on the slow ring are removed even worse they're deleted permanently from even the Developer Dashboard.",X
4622,"People took time to write thoughtful reviews and they're simply deleted.",X
4623,"I've started to continually download review reports to just have a record of them",X
4624,"I've had over fifty 4+ star reviews simply disappear never to be seen again.",X
4625,"I see the point that insiders shouldn't bring down the ratings of the app if the OS is to blame.... but with so few people rating anyway and most people being on the fast insider ring it makes it extremely hard to get reviews.",X
4626,"Old Windows Phone 8.1 retain their status of being the most highly rated just because of this.",X
4627,"What's the point of having a rule if that means there's too few reviews and no point for most people to post reviews at all?",X
4628,"I'm not quite sure what a good solution is you cold allow only 3+ reviews for fast insiders but I guess that might skew reviews too positively.",X
4629,"Or why not let the text review stand even if the rating doesn't count?",X
4631,"As it is getting an accurately impressions of apps through reviews doesn't seem feasible.",X
4651,"The caller does not have the required permission to perform this operation.",X
4668,"IoT introduced the Windows.System.ProcessLauncher for starting arbitrary programs (like Process.Start in .NET).",X
4674,"Note when executed DNS Client service crashes",X
4676,"Comment out the TextAttributes line and note service does not crash",X
4679,"I have bound the IsPaneOpen of my SplitView to a property in my ViewModel.",X
4680,"This works nicely except when the SplitView is in Overlay mode and the user presses a hardware back button on the phone.",X
4681,"In this case the SplitViewPane gets closed as expected but it does that by seemingly overwriting the Binding on IsPaneOpen and instead setting it directly to the value false.",X
4682,"The effect is that the panel can never be opened again as my code will do this by setting the VM property to true but the binding was already lost.",X
4685,"In practical terms you are forced to make a UI technology diversion to implement new functionality.",X
4686,"Xaml doesn't look a tempting option because not useful for mobile or web and needed controls usually implemented in javascript first",X
4687,"At a application architectural level porting WinForms to HTML/JS favours an entirely new application which follows an understood/accepted architectural pattern then re-implement old functionality.",X
4689,"So imagine the app in question was one written by an ex-employee in 2008 in VB.Net with deep domain-knowledge targeting users with similar domain knowledge for a specialist task with no design documentation beyond a description of a manual process it replaced.",X
4690,"Well this is the norm... and for all it's wrong's its there.",X
4691,"Never had budget assigned in the first place and it's used by 10 people who are all busy.",X
4693,"Given the architectural barrier is the killler I don't believe there is any feature of GDI+ which cannot be expressed in HTML.",X
4694,"the UI may not adhere to good gui design principals it's performance may suck but it probably won't.",X
4695,"But it's users can start it and it will look and act the same as it did before arcane controls and all.",X
4696,"The architecture of a Modern HTML5 appliication has much more in common with GDI+ and a windows message loop than it does with Xaml.",X
4697,"Things like Redux essentially go out of their way to be like a message loop to avoid race conditions through async operations.",X
4698,"For Microsoft this would I believe solve a massive developer stumbling block even allowing Winforms controls to potentially be integrated in HTML UI's.",X
4705,"So imagine the app in question was one written by an… more",X
4706,"Microsoft finally developed a library able to handle NFC devices.",X
4707,"Unfortunately the library is only able to get the NDEF messages and doesn't give the UID of the card!",X
4708,"Is there a reason why this UID is not saved in the Proximity-Device once the NFC card is read?",X
4711,"But it has no similar property on UWP's api.",X
4713,"You reproduce this on Mobile Build 14393 system.",X
4714,"Currently there is no way to attach debugger to already running process via 'Attach to process' on mobile.",X
4715,"And sometimes bad bugs like deadlocks happens.",X
4716,"And its real pain to investigate them since usually they happen without debugger and on release builds.",X
4717,"Windows 10 Mobile is like back box you can't get full access to.",X
4722,"Frankly speaking I'm surprised that it was not there from the very beginning.",X
4743,"All that happens without any real user attendance which makes those triggers useless.",X
4744,"In WM5/6 there was an UNATTENDED power state for that situation and there was a way to detect real user interaction with the device.",X
4746,"Current behavior of SystemTrigger.UserAway and UserPresent is unexpected.",X
4748,"Phone is sleeping with screen turned off",X
4750,"Some event occurs (SMS Incoming Call Toast)",X
4754,"UserNotificationChangedTrigger fired",X
4756,"UserPresent trigger fired",X
4758,"After some short timeout screen goes off",X
4764,"This is my personal favourite: mobile - file open picker - the app suspends but it cannot be debugged.",X
4765,"All sorts of surprises can happen with a complex app.",X
4766,"Before UWP CurrentCulture reflected the Regional Settings format and CurrentUICulture reflected the Display Language.",X
4769,"We shouln't have to relly on workaround like this one: https://www.pedrolamas.com/2015/11/02/cultureinfo-changes-in-uwp/",X
4772,"It would be a lot like Facebook Messenger's chat heads.",X
4775,"So many things could be done with it.",X
4776,"I found that PhoneTriggerType enum includes useful triggers except the trigger when a call is received.",X
4786,"Torch API doesn't work in Lumia with windows phone 8.1 support such as Lumia 830640...",X
4788,"Currently UWP have less readable grayscale font smoothing.",X
4789,"It makes UWP apps look worse than desktop apps on standard DPI screens.",X
4791,"Sometimes Compass.GetDefault() returns null and compass stop working in all apps.",X
4792,"To solve I need to restart the phone.",X
4794,"In the following MSDN Magazine Article it is mentioned that there are some limits for Voice Command Deffiniton files.",X
4799,"I use Windows SAPI quite intensively for an application I have built and many Grammars are easily much bigger than the limits imposed by Cortana.",X
4800,"This makes it a bit tricky to port the recognition engine part of the application away from SAPI and towards Cortana since SAPI provides more powerful capabilities for larger sets of commands.",X
4810,"Unfortunately I am not going to know all uri's the cookies are in without tracking every single domain visited (which is what I currently have to do).",X
4811,"I do this so I can clear all Cookies.",X
4812,"An API that would take 5 minutes for someone to write up and save me a lot of coding is",X
4814,"Or secondary to that a DeleteAllCookies() or ClearCookies() API as that is the only reason I need to get all of them and I can't think of any other use cases to retrieve all cookies.",X
4815,"Happy to go either way.",X
4825,"User interaction depends on it.",X
4826,"Searched up and down to get this done in Windows 10 no success.",X
4827,"Similar has been accomplished in pre.",X
4828,"used Win CE where MS granted more access to source code.",X
4832,"PedestrianFeaturesVisible can be toggle only if MapStyle is set on Road.",X
4834,"Currently when using a ControlChannelTrigger with HttpClient you cannot send a HTTPS request without the application getting terminated by the system.",X
4836,"I tested using HTTPS and to my surprise it does work with the debugger attached no exceptions get thrown so it is implemented.",X
4837,"However termination occurs when the application is NOT connected to the debugger.",X
4840,"AudioGraph created with custom DesiredSamplesPerQuantum ignores it and uses default 10ms quantum.",X
4843,"Depending on hardware you may hear gaps right after start or you may need load CPU with some additional work like scrolling UI or running some work in background threads.",X
4844,"I guess it is result of extremely short quantum size (10ms; even switching between threads could take more time) and too low buffer length (2 quants) but it could be just some synchronization issue.",X
4846,"slider renders to extreme right (value 100) instead of zero",X
4847,"I have an app where I use a custom title bar by extending my view into the title bar area:",X
4849,"Then I also use code like this to allow a custom element to support dragging of the window:",X
4851,"This all was implemented pre-Anniversary Update.",X
4852,"While all this works fine a bug was introduced in the Anniversary Update where the title bar returns zero for Height SystemOverlayRightInset and SystemOverlayLeftInset now.",X
4854,"I confirmed that in pre-Anniversary Update these properties would return values like 32 for Height and 188 for SystemOverlayRightInset.",X
4873,"The use of the file type filter makes no sense when you are picking a folder and it's not menioned in the documentation",X
4875,"Suppose we have an app with two modes like Zune - normal and mini.",X
4876,"In the mini mode the app only presents the indispensable and small elements on the window.",X
4879,"I know maybe it's not at the Microsoft's priority list but I believe we can somehow make it available.",X
4882,"But that would be nice.",X
4883,"We do like to build universal Windows apps.",X
4893,"At the moment it is possible to install to the application install directory but the files there cannot be altered by the application.",X
4894,"If the application copies the files to the application data folder after installation as done in my work around it cannot delete the original files in the installation folder by this having two versions.",X
4896,"After the anniversary update the store shows default the ratings of Current version.",X
4897,"This is very annoying for developers of good and populair apps.",X
4898,"A potential user viewing in the store will most likely make his judgement to download based on the number of reviews and quality of reviews (especially since the windows store does not show the total number of downloads).",X
4900,"So for app publishers this will be a reason to keep app updates to an absolute minimum in order to get as many ratings as possible.",X
4902,"Or at least Last 30 days.",X
4911,"I want to know it to make custom title bar that looks exactly as defult one except with my controls.",X
4912,"I'm able to get SystemAccentBrush but I can't get actual window title bar's color becouse it depends on this Show accent color setting.",X
4913,"I've already asked the forum (where you can find the detailed description on the issue)",X
4917,"If often mis-classify the direction.",X
4918,"p.s I didn't know where to post this but since the library is in Windows.Media.Ocr namespace i put it under media",X
4919,"Using Resources in a DataTemplate worked just fine before.",X
4920,"Now that I've upgraded to Anniversary and installed the newest SDK and Tools + the newest Visual Studio Update it doesn't work as expected at all.",X
4930,"This will crash on instantiation because somehow the ViewModel object is null when the Bindings are updated which was definitely not the case in previous versions and surely not the expected behavior.",X
4931,"If I replace the x:Bind with a Binding it will run but if using the datatemplate for multiple objects for example in a GridView the resource will have the same value for all instances which makes it really pointless.",X
4946,"Some apps have such poor startup perf that ngen is must.",X
4948,"Or since this is a store app will the standard background ngen work for WPF apps?",X
4949,"I do not like the recent change in the Dev Center.",X
4950,"First of all it shows cumulative acquisitions rather than for a specified amount of time making it hard to compare which apps people like more (if an app has been available longer of course the cumulative acquisitions will be higher!).",X
4951,"Also being able to see only some of the apps at the same time is very frustrating.",X
4954,"Currently it is part of a sample.",X
